variant,seed,alpha,threshold,alloc,ret_pct,dd_pct,trades
mlp_h128_e560_gt25,441,10,0.61,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.61,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.61,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.61,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.61,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.61,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.61,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.61,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.62,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.62,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.62,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.62,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.62,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.62,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.62,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.62,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.62,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.62,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.62,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.63,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.63,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.63,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.63,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.63,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.63,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.63,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.63,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.63,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.63,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.63,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.64,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.64,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.64,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.64,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.64,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.64,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.64,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.64,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.64,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.64,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.64,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.65,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.65,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.65,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.65,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.65,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.65,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.65,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.65,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.65,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.65,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.65,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.66,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.66,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.66,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.66,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.66,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.66,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.66,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.66,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.66,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.66,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.66,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.67,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.67,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.67,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.67,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.67,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.67,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.67,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.67,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.67,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.67,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.67,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.68,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.68,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.68,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.68,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.68,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.68,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.68,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.68,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.68,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.68,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.68,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.69,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.69,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.69,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.69,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.69,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.69,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.69,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.69,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.69,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.69,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.69,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.7,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.7,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.7,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.7,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.7,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.7,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.7,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.7,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.7,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.7,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.7,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.71,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.71,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.71,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.71,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.71,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.71,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.71,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.71,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.71,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.71,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.71,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.72,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.72,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.72,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.72,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.72,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.72,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.72,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.72,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.72,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.72,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.72,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.73,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.73,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.73,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.73,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.73,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.73,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.73,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.73,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.73,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.73,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.73,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.74,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.74,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.74,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.74,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.74,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.74,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.74,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.74,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.74,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.74,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.74,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,10,0.75,0.9,-67.05664918000002,67.69664918000002,69
mlp_h128_e560_gt25,441,10,0.75,0.91,-67.52077172999998,70.49077172999998,69
mlp_h128_e560_gt25,441,10,0.75,0.92,-68.47077172999998,69.11077172999998,69
mlp_h128_e560_gt25,441,10,0.75,0.93,-68.23471488999996,71.20471488999998,69
mlp_h128_e560_gt25,441,10,0.75,0.94,-71.57812451000002,71.89812451000002,69
mlp_h128_e560_gt25,441,10,0.75,0.95,-71.48206767000002,72.54206767000001,69
mlp_h128_e560_gt25,441,10,0.75,0.96,-72.15206767000002,73.21206767000001,69
mlp_h128_e560_gt25,441,10,0.75,0.97,-72.50206767000002,73.56206767000002,69
mlp_h128_e560_gt25,441,10,0.75,0.98,-78.33206767000001,78.33206767000001,69
mlp_h128_e560_gt25,441,10,0.75,0.99,-78.6247463,78.6247463,69
mlp_h128_e560_gt25,441,10,0.75,1.0,-79.14474630000001,79.14474630000001,69
mlp_h128_e560_gt25,441,12,0.55,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.55,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.55,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.55,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.55,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.55,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.55,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.55,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.55,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.55,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.55,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.56,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.56,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.56,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.56,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.56,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.56,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.56,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.56,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.56,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.56,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.56,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.57,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.57,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.57,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.57,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.57,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.57,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.57,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.57,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.57,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.57,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.57,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.58,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.58,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.58,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.58,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.58,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.58,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.58,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.58,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.58,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.58,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.58,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.59,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.59,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.59,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.59,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.59,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.59,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.59,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.59,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.59,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.59,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.59,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.6,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.6,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.6,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.6,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.6,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.6,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.6,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.6,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.6,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.6,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.6,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.61,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.61,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.61,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.61,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.61,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.61,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.61,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.61,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.61,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.61,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.61,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.62,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.62,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.62,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.62,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.62,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.62,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.62,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.62,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.62,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.62,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.62,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.63,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.63,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.63,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.63,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.63,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.63,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.63,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.63,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.63,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.63,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.63,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.64,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.64,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.64,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.64,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.64,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.64,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.64,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.64,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.64,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.64,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.64,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.65,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.65,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.65,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.65,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.65,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.65,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.65,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.65,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.65,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.65,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.65,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.66,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.66,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.66,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.66,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.66,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.66,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.66,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.66,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.66,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.66,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.66,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.67,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.67,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.67,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.67,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.67,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.67,0.95,-64.08719591000003,66.38386628780395,72
mlp_h128_e560_gt25,441,12,0.67,0.96,-64.30719591000003,66.60130056335247,72
mlp_h128_e560_gt25,441,12,0.67,0.97,-64.49987454000004,66.80485530527567,72
mlp_h128_e560_gt25,441,12,0.67,0.98,-65.31987454000001,67.61497188302708,72
mlp_h128_e560_gt25,441,12,0.67,0.99,-67.56412302000001,68.21193738391624,72
mlp_h128_e560_gt25,441,12,0.67,1.0,-65.98412302000001,68.28374779774839,72
mlp_h128_e560_gt25,441,12,0.68,0.9,-66.51035412000002,66.87473206726015,72
mlp_h128_e560_gt25,441,12,0.68,0.91,-62.21035412000002,65.00924868499112,72
mlp_h128_e560_gt25,441,12,0.68,0.92,-62.94987076000004,65.3647130314416,72
mlp_h128_e560_gt25,441,12,0.68,0.93,-63.10706998000004,65.40149296025317,72
mlp_h128_e560_gt25,441,12,0.68,0.94,-63.807069980000044,66.10700729393166,72
mlp_h128_e560_gt25,441,12,0.68,0.95,-64.08719591000003,66.38386628780395,72
