variant,seed,target_gt,hidden,epochs,alpha,top_k,gap_min,gap_max,threshold,alloc,ret_pct,dd_pct,trades
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0255,0.55,0.9998,-36.82036905999998,58.10656330562214,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0255,0.6,0.998,-36.82036905999998,58.10656330562214,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0255,0.6,0.9998,-36.82036905999998,58.10656330562214,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0255,0.65,0.998,-36.82036905999998,58.10656330562214,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0255,0.65,0.9998,-36.82036905999998,58.10656330562214,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.55,0.998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.55,0.9998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.6,0.998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.6,0.9998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.65,0.998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.026,0.65,0.9998,-24.180636260000032,46.780954696642574,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.55,0.998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.55,0.9998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.6,0.998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.6,0.9998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.65,0.998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0015,0.0265,0.65,0.9998,-17.899864219999984,54.45395607383312,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.55,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.55,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.6,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.6,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.65,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.025,0.65,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.55,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.55,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.6,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.6,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.65,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0255,0.65,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.55,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.55,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.6,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.6,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.65,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.026,0.65,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.55,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.55,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.6,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.6,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.65,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.001,0.0265,0.65,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.55,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.55,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.6,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.6,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.65,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.025,0.65,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.55,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.55,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.6,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.6,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.65,0.998,-29.478645599999986,55.23993885048388,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0255,0.65,0.9998,-30.878310159999987,58.86427224965435,61
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.55,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.55,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.6,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.6,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.65,0.998,-13.628577359999984,45.07758088090061,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.026,0.65,0.9998,-11.558912799999966,44.44554453881094,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.55,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.55,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.6,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.6,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.65,0.998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,14,4,-0.0005,0.0265,0.65,0.9998,-4.947805320000009,53.608977799723455,62
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.55,0.998,-42.98091919000003,73.97049734239128,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.55,0.9998,-42.62091919000003,73.7883720951975,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.6,0.998,-42.98091919000003,73.97049734239128,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.6,0.9998,-42.62091919000003,73.7883720951975,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.65,0.998,-42.98091919000003,73.97049734239128,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.025,0.65,0.9998,-42.62091919000003,73.7883720951975,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.55,0.998,-32.20125463000003,73.64599775697427,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.55,0.9998,-31.841254630000027,73.46439815682392,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.6,0.998,-32.20125463000003,73.64599775697427,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.6,0.9998,-31.841254630000027,73.46439815682392,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.65,0.998,-32.20125463000003,73.64599775697427,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0255,0.65,0.9998,-31.841254630000027,73.46439815682392,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.55,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.55,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.6,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.6,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.65,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.026,0.65,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.55,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.55,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.6,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.6,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.65,0.998,-32.30125463000003,73.70840152340061,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0015,0.0265,0.65,0.9998,-31.941254630000028,73.52670083728037,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.55,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.55,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.6,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.6,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.65,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.025,0.65,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.55,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.55,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.6,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.6,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.65,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0255,0.65,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.55,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.55,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.6,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.6,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.65,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.026,0.65,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.55,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.55,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.6,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.6,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.65,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.001,0.0265,0.65,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.55,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.55,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.6,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.6,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.65,0.998,-37.51722400000004,74.09628251674253,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.025,0.65,0.9998,-37.537224000000045,74.10963330070045,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.55,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.55,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.6,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.6,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.65,0.998,-32.44755944000004,73.74916213383678,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0255,0.65,0.9998,-32.46755944000004,73.7625129177947,49
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.55,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.55,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.6,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.6,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.65,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.026,0.65,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.55,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.55,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.6,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.6,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.65,0.998,-32.54755944000004,73.81591605362635,50
mlp_h128_e560_gt25,441,0.025,128,560,15,2,-0.0005,0.0265,0.65,0.9998,-32.56755944000004,73.82926683758426,50
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.55,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.55,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.6,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.6,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.65,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.025,0.65,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.55,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.55,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.6,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.6,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.65,0.998,-45.647564900000006,60.78925126099476,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0255,0.65,0.9998,-45.97756490000001,61.09584084892572,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.55,0.998,-45.7475649,60.88215719673143,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.55,0.9998,-46.07756490000001,61.18874678466237,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.6,0.998,-45.7475649,60.88215719673143,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.6,0.9998,-46.07756490000001,61.18874678466237,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.65,0.998,-45.7475649,60.88215719673143,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.026,0.65,0.9998,-46.07756490000001,61.18874678466237,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.55,0.998,-27.236724620000007,59.41283945475379,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.55,0.9998,-27.456724620000006,59.719429042684745,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.6,0.998,-27.236724620000007,59.41283945475379,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.6,0.9998,-27.456724620000006,59.719429042684745,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.65,0.998,-27.236724620000007,59.41283945475379,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0015,0.0265,0.65,0.9998,-27.456724620000006,59.719429042684745,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.55,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.55,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.6,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.6,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.65,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.025,0.65,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.55,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.55,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.6,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.6,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.65,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0255,0.65,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.55,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.55,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.6,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.6,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.65,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.026,0.65,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.55,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.55,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.6,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.6,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.65,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.001,0.0265,0.65,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.55,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.55,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.6,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.6,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.65,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.025,0.65,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.55,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.55,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.6,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.6,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.65,0.998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0255,0.65,0.9998,-41.07473135000001,62.29776684771874,57
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.55,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.55,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.6,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.6,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.65,0.998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.026,0.65,0.9998,-41.17473135,62.39652252617025,58
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.55,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.55,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.6,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.6,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.65,0.998,-26.544016999999986,58.77082113371517,59
mlp_h128_e560_gt25,441,0.025,128,560,15,3,-0.0005,0.0265,0.65,0.9998,-27.08401699999998,59.304101797353326,59
mlp_h128_e560_gt25,441,0.025,128,560,15,4,-0.0015,0.025,0.55,0.998,-37.10790034000001,58.039235563189784,61
mlp_h128_e560_gt25,441,0.025,128,560,15,4,-0.0015,0.025,0.55,0.9998,-37.437900340000006,58.34582515112074,61
mlp_h128_e560_gt25,441,0.025,128,560,15,4,-0.0015,0.025,0.6,0.998,-37.10790034000001,58.039235563189784,61
