stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.5715,0.9992,-0.0009,0.0269,0.414,0.258,12,0.071,1329.7806744076001,20.869433701522844,66,761.0486302248587
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6514,1.0,-0.0011,0.0255,0.415,0.305,8,0.06,1051.267010748395,21.675877859377,56,385.76166762315495
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.633,0.9991,-0.0013,0.0268,0.407,0.254,10,0.063,1602.915670799799,18.22800339605088,64,1351.1552632736932
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.5802,0.9984,-0.0008,0.0264,0.418,0.3,9,0.063,1128.9190886947495,18.19324072999469,62,881.3302010953863
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.5631,0.9987,-0.0012,0.0254,0.404,0.304,8,0.056,1315.04598547701,16.02092574254422,61,1315.04598547701
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.5661,0.9985,-0.0009,0.0259,0.417,0.274,11,0.067,1634.982469109139,20.92289133216452,66,1059.8355092493962
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6138,1.0,-0.0018,0.026,0.412,0.263,11,0.065,880.6140123108701,41.0122423194315,63,-2105.25506602091
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6647,0.998,-0.002,0.025,0.406,0.252,11,0.07,1275.847970620478,20.957070442201665,64,696.599517556278
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6192,0.9977,-0.0012,0.0269,0.422,0.294,8,0.07,436.8210913322948,40.72226115738552,57,-2514.2502475539677
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6018,0.9973,-0.0007,0.0265,0.404,0.3,12,0.066,1121.6830901964067,20.741110648790876,66,568.3498123415015
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6022,0.9985,-0.0006,0.0252,0.401,0.296,12,0.069,1330.4731769076002,20.861438296947334,66,762.70058127392
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.5916,0.9985,-0.0012,0.0251,0.416,0.26,8,0.074,755.1267348196455,40.96264882517405,57,-2224.7911242012406
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6198,1.0,-0.0013,0.0253,0.402,0.256,8,0.059,1326.3834481373096,15.99922511198957,60,1326.3834481373096
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6673,0.9972,-0.0016,0.0265,0.406,0.279,9,0.068,495.5367024443048,40.69293555688381,58,-2452.0155643817525
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6322,0.9978,-0.002,0.0263,0.405,0.27,8,0.073,879.1083743916904,18.30976442672464,59,617.5366431847334
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6253,1.0,-0.0018,0.0246,0.407,0.268,9,0.073,1644.1447468545828,16.002091229006155,61,1644.1447468545828
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6514,0.9978,-0.0013,0.0255,0.415,0.25,8,0.061,1466.489021474803,15.933579530743506,59,1466.489021474803
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6652,0.9978,-0.0017,0.0246,0.42,0.254,9,0.074,1467.7855234315468,15.931541603398239,62,1467.7855234315468
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.5821,1.0,-0.0015,0.0248,0.411,0.289,12,0.068,856.9086212424875,20.983846192472672,65,274.4470781457667
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6786,1.0,-0.0019,0.0257,0.411,0.272,8,0.063,761.2729907483949,40.97239248060335,56,-2219.814106924007
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6052,0.998,-0.0007,0.0246,0.421,0.29,9,0.058,1862.1609524627338,15.996344928071277,62,1862.1609524627338
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.5731,0.9974,-0.0019,0.0263,0.402,0.248,10,0.066,675.5435146869473,40.80412183694966,62,-2285.3511057470123
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6794,0.9982,-0.0013,0.0249,0.403,0.291,8,0.062,1325.8434756373103,15.929377595443972,60,1325.8434756373103
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.5994,0.9978,-0.0007,0.0248,0.413,0.29,12,0.064,1006.8516020567376,20.81816699335191,65,444.2715628545085
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6677,1.0,-0.0005,0.0258,0.41,0.291,9,0.074,1004.6759010681753,40.95120173778533,58,-1973.8683074660648
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6638,0.9997,-0.0012,0.0265,0.403,0.293,10,0.063,1603.0589732997992,18.22800339605088,64,1351.2985657736933
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6528,0.9995,-0.0017,0.0267,0.402,0.264,9,0.069,325.48477655410517,40.87611438263604,57,-2644.0489493622194
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6052,0.9997,-0.0009,0.0262,0.421,0.303,12,0.068,557.7138639942526,43.34213129227191,65,-2707.7418910783763
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,16,0.6341,0.9977,-0.0009,0.0266,0.413,0.271,9,0.058,591.4152099443048,40.67047442653456,58,-2353.4417212398425
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,15,0.6367,1.0,-0.001,0.0249,0.416,0.302,12,0.065,933.1125997055879,20.750963035392523,65,378.5970354584849
stage2,88,500,0.0215,0.00022,0.01,440,tie_hp,14,0.6589,0.9989,-0.0009,0.0268,0.42,0.293,10,0.072,1449.1469769543464,18.129450117774304,65,1209.2129628214298
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5768,0.9975,-0.0013,0.025,0.415,0.25,10,0.059,201.38745146999995,42.31940984577573,62,-2941.3417300230876
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6691,0.9993,-0.0016,0.0264,0.423,0.298,11,0.057,520.0068659338,33.42701721571109,64,-1555.635199951531
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5829,1.0,-0.0007,0.0265,0.412,0.268,9,0.071,570.6711298072004,26.68764232864233,61,-696.2459496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5887,0.9992,-0.0016,0.0251,0.412,0.278,9,0.064,441.0498291438848,26.68764232864233,61,-825.867250293195
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6255,0.9974,-0.0015,0.025,0.407,0.274,9,0.06,224.7748654899999,26.68764232864233,60,-1042.1422139470799
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5886,0.9981,-0.0012,0.0259,0.415,0.289,8,0.069,204.90446298000003,35.29323596415661,61,-2094.683852718793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6648,0.9982,-0.0012,0.0258,0.424,0.281,9,0.064,571.0611298072004,26.68764232864233,61,-695.8559496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.572,1.0,-0.0007,0.025,0.406,0.284,8,0.07,238.0613660100001,26.68764232864233,60,-1028.8557134270798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5931,0.9971,-0.0007,0.0253,0.418,0.299,12,0.063,225.60317719000022,33.42701721571109,63,-1850.0388886953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6062,0.997,-0.0008,0.025,0.421,0.283,12,0.068,175.2833704100001,42.31940984577573,64,-2967.4458110830874
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6739,0.9989,-0.0006,0.026,0.422,0.258,9,0.073,571.0611298072004,26.68764232864233,61,-695.8559496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6519,0.9972,-0.0018,0.0269,0.401,0.305,9,0.055,154.88470761999994,35.29323596415661,63,-2144.703608078793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6145,0.9998,-0.0007,0.0246,0.421,0.296,9,0.07,224.2318879899999,26.68764232864233,60,-1042.68519144708
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6111,0.999,-0.0013,0.0256,0.413,0.3,12,0.071,212.03848541000005,42.31940984577573,65,-2930.6906960830875
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6554,0.9982,-0.0006,0.0269,0.417,0.28,12,0.066,541.2175894338002,33.42701721571109,64,-1534.4244764515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6157,1.0,-0.0009,0.0249,0.412,0.3,9,0.073,161.33749035999995,35.29323596415661,61,-2138.250825338793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6253,1.0,-0.002,0.0258,0.418,0.267,11,0.07,362.9620666438852,26.891930498570876,64,-928.46959318462
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6661,0.9971,-0.0012,0.0254,0.421,0.299,10,0.073,255.14643968999997,33.42701721571109,61,-1820.4956261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6,0.997,-0.0009,0.0266,0.417,0.303,10,0.059,296.9665346900001,33.42701721571109,62,-1778.6755311953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6686,0.997,-0.0019,0.025,0.415,0.267,9,0.069,151.55677176000003,35.29323596415661,62,-2148.0315439387928
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5858,0.9997,-0.0018,0.0263,0.409,0.26,10,0.06,781.9377787056849,26.28617981431042,63,-436.8037990115656
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6631,0.9999,-0.0015,0.0245,0.413,0.266,12,0.071,228.4993696900002,33.42701721571109,63,-1847.1426961953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.561,0.9978,-0.0018,0.0262,0.414,0.283,11,0.063,319.78943546,26.28617981431042,64,-898.9521422572504
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5875,1.0,-0.0005,0.0257,0.403,0.249,10,0.066,183.82595942999998,33.42701721571109,63,-1891.8161064553308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6254,0.9981,-0.001,0.0258,0.414,0.285,10,0.063,296.9665346900001,33.42701721571109,62,-1778.6755311953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6045,0.9976,-0.0008,0.0265,0.407,0.255,8,0.062,546.1547955471999,26.68764232864233,60,-720.7622838898799
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6281,0.9996,-0.0012,0.0263,0.414,0.296,12,0.061,212.03848541000005,42.31940984577573,65,-2930.6906960830875
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5876,1.0,-0.0012,0.0264,0.412,0.29,12,0.073,255.0109421900002,33.42701721571109,64,-1820.6311236953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6066,0.9999,-0.0016,0.0248,0.413,0.266,11,0.075,166.76121181000005,42.31940984577573,64,-2975.9679696830876
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6643,1.0,-0.0012,0.0252,0.409,0.267,11,0.071,478.01922943380026,33.42701721571109,62,-1597.6228364515305
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6367,0.9969,-0.001,0.0267,0.409,0.299,9,0.06,208.33109535999998,35.29323596415661,62,-2091.257220338793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5922,0.9992,-0.0019,0.0254,0.424,0.292,10,0.063,371.21870153388494,27.11231457402604,63,-946.6590473492399
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5888,0.9979,-0.0009,0.0263,0.405,0.255,10,0.072,168.07373937,33.42701721571109,62,-1907.5683265153307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5811,0.9973,-0.0016,0.0246,0.413,0.25,11,0.056,164.74012431000006,42.31940984577573,64,-2977.9890571830874
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5744,0.9974,-0.0014,0.0256,0.409,0.298,12,0.072,212.00848541000008,42.31940984577573,65,-2930.7206960830877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6716,1.0,-0.0012,0.0247,0.421,0.278,12,0.06,425.53319656662023,33.42701721571109,63,-1650.1088693187105
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6161,0.9996,-0.0011,0.0269,0.405,0.273,12,0.058,135.16206187,33.42701721571109,64,-1940.480004015331
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5829,0.9968,-0.0013,0.0251,0.402,0.298,11,0.071,271.7067869200001,33.42701721571109,62,-1803.9352789653308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5998,0.9971,-0.0007,0.0268,0.414,0.269,11,0.071,536.5192519338001,33.42701721571109,63,-1539.1228139515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6124,0.9991,-0.0012,0.0245,0.405,0.278,12,0.068,274.5742269199999,33.42701721571109,63,-1801.0678389653308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6726,0.9981,-0.0006,0.0259,0.41,0.277,9,0.058,295.7306280900001,26.68764232864233,62,-971.1864513470797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6019,0.9994,-0.0018,0.0246,0.418,0.283,11,0.06,239.20983031000017,32.15146116191798,64,-1683.3655091201574
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6529,0.9994,-0.0017,0.0269,0.408,0.283,12,0.075,520.0068659338,33.42701721571109,64,-1555.635199951531
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6332,1.0,-0.0006,0.0246,0.407,0.263,10,0.063,534.9152794338,33.42701721571109,61,-1540.7267864515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6599,0.9969,-0.0012,0.0261,0.415,0.294,11,0.075,250.4931396900002,33.42701721571109,63,-1825.1489261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6669,0.9973,-0.0009,0.0254,0.406,0.279,12,0.073,91.50697747000002,42.31940984577573,64,-3051.2222040230877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6366,0.9969,-0.0009,0.0268,0.414,0.262,11,0.057,536.5192519338001,33.42701721571109,63,-1539.1228139515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6107,0.9976,-0.0017,0.0264,0.419,0.27,11,0.065,520.3653684338001,33.42701721571109,64,-1555.2766974515307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6254,1.0,-0.0017,0.026,0.412,0.298,9,0.063,494.69851914388505,26.68764232864233,62,-772.2185602931947
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6747,0.9988,-0.0008,0.0255,0.415,0.284,10,0.062,536.3325819337999,33.42701721571109,61,-1539.3094839515309
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6561,0.9987,-0.0006,0.0269,0.417,0.25,11,0.06,250.4931396900002,33.42701721571109,63,-1825.1489261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5885,1.0,-0.0009,0.0252,0.4,0.269,10,0.073,126.73416686999998,33.42701721571109,61,-1948.9078990153307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6544,0.9991,-0.0016,0.0247,0.423,0.298,11,0.067,457.0641959338,33.42701721571109,63,-1618.5778699515308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5809,0.9982,-0.0015,0.0262,0.409,0.253,11,0.072,535.5668219338,33.42701721571109,63,-1540.0752439515309
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6793,1.0,-0.0014,0.0248,0.401,0.293,9,0.068,150.37431011999996,35.29323596415661,61,-2149.214005578793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5909,0.9991,-0.0009,0.0254,0.405,0.287,11,0.056,91.00697747000001,42.31940984577573,63,-3051.7222040230877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6677,0.9974,-0.0012,0.0264,0.42,0.262,10,0.069,253.21395896999994,42.31940984577573,63,-2889.5152225230877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6133,0.9995,-0.0016,0.0246,0.423,0.252,9,0.056,153.85099676000002,35.29323596415661,62,-2145.737318938793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6774,0.9995,-0.0005,0.0267,0.409,0.271,12,0.057,255.0109421900002,33.42701721571109,64,-1820.6311236953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6141,0.9978,-0.0016,0.0261,0.413,0.249,12,0.071,190.26874431000013,42.31940984577573,65,-2952.4604371830874
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6536,0.9972,-0.0008,0.0263,0.405,0.258,9,0.062,213.4042718700001,26.68764232864233,61,-1053.5128075670798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6535,0.9991,-0.0019,0.0263,0.417,0.303,12,0.069,238.4515013100003,32.15146116191798,65,-1684.1238381201572
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6519,1.0,-0.0016,0.0251,0.419,0.26,12,0.055,409.79599289901,33.42701721571109,63,-1665.846072986321
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6647,0.9997,-0.0011,0.0253,0.408,0.248,10,0.066,200.83745146999993,42.31940984577573,62,-2941.891730023088
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6424,1.0,-0.001,0.0255,0.413,0.271,11,0.066,225.80522469000024,33.42701721571109,62,-1849.8368411953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6658,1.0,-0.0007,0.027,0.406,0.3,8,0.07,296.1681485100001,26.68764232864233,61,-970.7489309270798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5843,0.9978,-0.001,0.0259,0.412,0.251,10,0.057,253.77827396999996,42.31940984577573,63,-2888.9509075230876
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6525,0.9988,-0.0013,0.0256,0.423,0.262,10,0.057,241.42591146999993,42.31940984577573,63,-2901.303270023088
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6654,0.9989,-0.001,0.0253,0.409,0.25,9,0.061,161.33749035999995,35.29323596415661,61,-2138.250825338793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6357,0.999,-0.002,0.0254,0.422,0.248,9,0.065,153.85099676000002,35.29323596415661,62,-2145.737318938793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6241,0.9978,-0.0009,0.0264,0.403,0.252,8,0.075,269.6138159100001,26.68764232864233,60,-997.3032635270797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6505,0.9981,-0.0014,0.0252,0.403,0.303,9,0.069,439.31560785379975,26.68764232864233,60,-827.60147158328
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6452,0.9996,-0.0011,0.0259,0.403,0.303,8,0.068,544.4463130472,26.68764232864233,60,-722.4707663898798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6131,0.9968,-0.0007,0.0246,0.406,0.271,8,0.062,493.4820455472001,26.68764232864233,59,-773.4350338898797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5854,0.9998,-0.0014,0.0261,0.423,0.293,8,0.061,206.82472048,35.29323596415661,61,-2092.763595218793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6349,1.0,-0.0013,0.0256,0.416,0.262,10,0.06,288.71251969000025,33.42701721571109,62,-1786.9295461953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6194,0.9986,-0.0011,0.025,0.42,0.295,9,0.068,224.62188798999995,26.68764232864233,60,-1042.2951914470798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6197,0.9987,-0.0009,0.0262,0.423,0.258,11,0.065,537.5596569338002,33.42701721571109,63,-1538.0824089515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5964,1.0,-0.0015,0.0258,0.423,0.275,8,0.057,206.82472048,35.29323596415661,61,-2092.763595218793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6218,0.9996,-0.0017,0.0253,0.403,0.288,9,0.063,413.59840535379993,26.68764232864233,61,-853.3186740832798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6135,1.0,-0.0007,0.0262,0.406,0.264,11,0.071,150.57071192999993,33.42701721571109,64,-1925.0713539553308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6559,0.9989,-0.0015,0.0254,0.414,0.251,10,0.074,255.14643968999997,33.42701721571109,61,-1820.4956261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6451,1.0,-0.0015,0.0254,0.405,0.26,11,0.062,109.44933936999996,33.42701721571109,62,-1966.1927265153308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5783,0.9993,-0.0008,0.0247,0.41,0.287,10,0.071,254.92108718999998,33.42701721571109,61,-1820.7209786953308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6528,0.999,-0.0008,0.0254,0.417,0.279,12,0.067,228.4993696900002,33.42701721571109,63,-1847.1426961953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6431,0.9973,-0.0011,0.0246,0.409,0.278,10,0.068,255.14643968999997,33.42701721571109,61,-1820.4956261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6552,0.9985,-0.0011,0.0264,0.404,0.278,10,0.074,357.55731191999996,33.42701721571109,62,-1718.084753965331
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6534,0.9995,-0.0008,0.0263,0.412,0.294,9,0.069,570.6711298072004,26.68764232864233,61,-696.2459496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5779,0.9993,-0.0009,0.0257,0.403,0.26,9,0.073,213.0142718700001,26.68764232864233,61,-1053.9028075670797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6203,0.9999,-0.0009,0.0269,0.408,0.304,11,0.07,210.46916147000005,42.31940984577573,64,-2932.2600200230877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6232,0.9976,-0.0008,0.0268,0.409,0.305,8,0.065,204.60007547999996,35.29323596415661,61,-2094.988240218793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5712,1.0,-0.001,0.0261,0.403,0.277,9,0.066,213.0142718700001,26.68764232864233,61,-1053.9028075670797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5895,0.9984,-0.0006,0.0257,0.415,0.274,11,0.062,274.71353579000004,33.42701721571109,64,-1800.9285300953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6562,0.9992,-0.0016,0.0265,0.405,0.258,9,0.065,188.00614793,26.68764232864233,62,-1078.9109315070798
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.655,0.9995,-0.0006,0.0261,0.421,0.279,9,0.066,570.6711298072004,26.68764232864233,61,-696.2459496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6624,0.9995,-0.0006,0.027,0.417,0.274,10,0.066,604.6841569338,33.42701721571109,62,-1470.957908951531
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6784,0.9969,-0.001,0.0268,0.401,0.263,11,0.072,136.01403686999998,33.42701721571109,63,-1939.6280290153309
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6578,0.9973,-0.0012,0.0246,0.402,0.288,10,0.055,308.0808469200001,33.42701721571109,61,-1767.5612189653307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5614,0.9995,-0.0009,0.0266,0.417,0.299,12,0.068,212.03848541000005,42.31940984577573,65,-2930.6906960830875
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.6029,0.9987,-0.0015,0.0261,0.407,0.291,8,0.069,546.1547955471999,26.68764232864233,60,-720.7622838898799
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6621,1.0,-0.0006,0.0248,0.405,0.253,9,0.074,183.2098942100001,26.68764232864233,61,-1083.7071852270797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5732,0.9969,-0.001,0.025,0.421,0.298,10,0.073,255.14643968999997,33.42701721571109,61,-1820.4956261953307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5859,1.0,-0.0013,0.025,0.41,0.286,12,0.065,480.0535169338002,33.42701721571109,63,-1595.5885489515306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5767,1.0,-0.0007,0.0246,0.414,0.305,9,0.056,504.2720973072003,26.68764232864233,60,-762.6449821298795
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5712,0.9969,-0.0013,0.025,0.406,0.264,10,0.06,109.61695247,42.31940984577573,62,-3033.112229023088
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5963,0.999,-0.0006,0.0268,0.405,0.261,10,0.067,183.82595942999998,33.42701721571109,63,-1891.8161064553308
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.5884,0.9969,-0.001,0.0251,0.406,0.254,11,0.071,91.00697747000001,42.31940984577573,63,-3051.7222040230877
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6333,0.9986,-0.0016,0.0267,0.414,0.25,8,0.059,187.80297797999998,35.29323596415661,62,-2111.785337718793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6373,0.9971,-0.0009,0.0252,0.412,0.278,9,0.073,161.40749035999997,35.29323596415661,61,-2138.180825338793
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.659,1.0,-0.0009,0.0266,0.413,0.277,9,0.072,570.6711298072004,26.68764232864233,61,-696.2459496298794
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.5857,1.0,-0.0018,0.0266,0.412,0.252,9,0.075,251.40793689000026,26.68764232864233,62,-1015.5091425470796
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.659,1.0,-0.0019,0.0252,0.415,0.304,11,0.071,621.8029637056851,26.28617981431042,63,-596.9386140115654
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6656,0.9995,-0.0008,0.0262,0.419,0.305,12,0.061,255.0109421900002,33.42701721571109,64,-1820.6311236953306
stage2,88,500,0.021,0.0002,0.01,443,seed_near,16,0.6222,0.9983,-0.0018,0.026,0.418,0.269,11,0.073,268.3129378100002,32.15146116191798,65,-1654.2624016201573
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6234,1.0,-0.0016,0.0266,0.421,0.279,9,0.067,251.40793689000026,26.68764232864233,62,-1015.5091425470796
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5926,0.9969,-0.0005,0.0262,0.411,0.286,10,0.055,603.5449319338,33.42701721571109,62,-1472.0971339515309
stage2,88,500,0.021,0.0002,0.01,443,seed_near,14,0.5891,0.9982,-0.0005,0.0268,0.411,0.284,10,0.073,602.5925019338,33.42701721571109,62,-1473.0495639515307
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6305,0.9992,-0.0007,0.0263,0.424,0.265,8,0.055,269.19419091000003,26.68764232864233,60,-997.7228885270797
stage2,88,500,0.021,0.0002,0.01,443,seed_near,15,0.6144,0.9993,-0.0009,0.0252,0.405,0.256,9,0.066,169.21143937,26.68764232864233,60,-1097.70564006708
