stage,hidden,epochs,lr,weight_decay,target_gt,seed,tag,alpha,threshold,alloc,gap_min,gap_max,max_broken_rate,min_red_rate,max_limit_down,max_pullback,ret_pct,dd_pct,trades,obj
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6755,0.9972,-0.0007,0.0249,0.418,0.305,11,0.073,1270.270785620478,20.83742964871364,64,705.3792277748408
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6792,0.9978,-0.0017,0.0248,0.405,0.288,9,0.066,1467.7855234315468,15.931541603398239,62,1467.7855234315468
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.602,0.9969,-0.0014,0.0256,0.414,0.305,8,0.071,1484.591858974803,15.934650523960482,59,1484.591858974803
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6372,0.997,-0.0017,0.0249,0.404,0.264,10,0.072,1079.5480757315631,40.79990383199815,60,-1880.840384108215
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5971,1.0,-0.0019,0.0269,0.403,0.295,12,0.057,532.4412373314022,40.884559224972136,64,-2438.1058696652544
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5789,0.9989,-0.0013,0.025,0.401,0.255,8,0.062,1454.2265921287526,16.016251922921608,60,1454.2265921287526
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6692,1.0,-0.0009,0.027,0.417,0.25,12,0.066,1227.2853596022494,20.984339655230297,66,644.7646009746136
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6565,0.9998,-0.0019,0.0263,0.412,0.286,9,0.06,1467.1115860170892,16.017862318976096,62,1467.1115860170892
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6251,1.0,-0.0012,0.0248,0.403,0.281,9,0.064,1470.6186935170895,15.988764824495785,62,1470.6186935170895
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6536,0.999,-0.0019,0.0253,0.402,0.285,8,0.074,1324.9609456373105,16.02092574254422,60,1324.9609456373105
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6407,1.0,-0.0014,0.0247,0.424,0.258,9,0.073,1470.6186935170895,15.988764824495785,62,1470.6186935170895
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6227,0.9976,-0.001,0.0261,0.423,0.259,8,0.056,1698.6612089748028,15.933579530743506,59,1698.6612089748028
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6708,0.9986,-0.0012,0.026,0.42,0.291,9,0.056,846.3555685426325,40.79869149903453,58,-2113.8874113415113
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6559,0.9984,-0.0013,0.0268,0.416,0.294,12,0.066,1014.7266826964071,20.93208053334734,67,438.4770186947263
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6776,0.9999,-0.001,0.0257,0.41,0.294,11,0.059,1657.8895985124386,20.998817261049833,65,1073.6315271864585
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6001,0.9968,-0.0013,0.0257,0.415,0.275,8,0.066,1484.7697514748027,15.934650523960482,59,1484.7697514748027
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6661,1.0,-0.0007,0.026,0.421,0.282,11,0.07,2121.233154633972,20.99328247788149,64,1537.639257288193
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5718,0.9989,-0.001,0.0255,0.418,0.3,12,0.072,1218.0492452561994,20.906299587101334,67,644.8932948040392
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.568,0.9982,-0.0013,0.0268,0.418,0.292,11,0.062,881.8147747853278,40.875291598976396,63,-2087.62021709184
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5836,0.9973,-0.001,0.0265,0.411,0.269,11,0.071,1029.6696322624277,40.88637683363749,63,-1941.0955877740714
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5898,1.0,-0.0017,0.0254,0.415,0.298,9,0.059,841.8024351279755,40.95120173778533,59,-2136.7417734062647
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5947,0.9989,-0.0008,0.0249,0.422,0.256,12,0.056,922.4363245681882,20.922309725475984,66,347.35915751107007
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6451,1.0,-0.0007,0.0245,0.402,0.254,12,0.065,475.7853428207879,40.742854135560215,62,-2477.757153446438
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6065,0.999,-0.001,0.0261,0.405,0.249,12,0.055,624.6455139828029,40.88115141251864,64,-2345.4926555194343
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6797,0.9979,-0.002,0.0259,0.422,0.297,10,0.069,2358.9755060124385,15.999178014619474,65,2358.9755060124385
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6739,0.9976,-0.0007,0.0264,0.4,0.278,11,0.056,2140.7616596339712,20.84846765784409,64,1574.5455406926803
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5611,1.0,-0.0011,0.0266,0.409,0.274,8,0.066,1316.29059547701,15.99922511198957,61,1316.29059547701
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6674,0.9992,-0.002,0.0269,0.423,0.295,8,0.072,761.3553857483951,40.968464767078125,56,-2219.26038630098
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5883,0.9984,-0.0016,0.0257,0.411,0.275,12,0.055,1125.2998851964076,20.902393769655728,66,552.6126328377202
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.642,0.998,-0.0016,0.0254,0.403,0.297,8,0.067,762.5837982228525,40.75064805783269,56,-2191.8939687170705
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6148,0.9983,-0.0008,0.0253,0.406,0.292,8,0.075,1699.3429664748028,15.935361761694722,59,1699.3429664748028
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6236,0.9978,-0.0018,0.0265,0.41,0.253,11,0.07,890.6239390970276,40.88637683363749,62,-2080.1412809394715
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.567,0.9975,-0.0005,0.0249,0.411,0.305,11,0.064,1260.8274304372778,20.76307971014305,65,704.8578652201118
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5689,0.9969,-0.0013,0.0259,0.41,0.287,9,0.061,1452.6718574226472,15.952698076142097,63,1452.6718574226472
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6372,1.0,-0.0012,0.0248,0.408,0.255,9,0.058,1644.1447468545828,16.002091229006155,61,1644.1447468545828
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.629,1.0,-0.0012,0.0262,0.411,0.294,11,0.062,885.6014891225698,41.0122423194315,62,-2100.26758920921
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5631,0.9982,-0.0011,0.0266,0.405,0.305,8,0.07,1315.92851547701,15.929377595443972,61,1315.92851547701
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6263,0.9991,-0.0013,0.0249,0.424,0.27,10,0.067,1840.9732731204774,15.96183738051818,64,1840.9732731204774
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6493,0.999,-0.0011,0.0269,0.41,0.252,11,0.073,1646.0337685124382,20.964938254870773,65,1065.8411779279454
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6217,0.9981,-0.0017,0.0265,0.418,0.255,11,0.064,1646.087423512439,20.964429087696253,65,1065.9559329888884
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.612,0.9977,-0.0014,0.0249,0.408,0.265,11,0.064,667.142443954213,40.93096689887413,62,-2308.973583910683
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6232,0.9988,-0.0017,0.0266,0.403,0.293,9,0.061,839.3651676024328,40.79869149903453,59,-2120.877812281711
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6744,0.9976,-0.0007,0.0253,0.423,0.257,10,0.066,1636.6544215970273,40.88637683363749,61,-1334.1107984394719
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6006,0.9987,-0.0007,0.0268,0.418,0.297,9,0.059,993.4401942538323,40.79869149903453,59,-1966.8027856303117
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5626,0.9999,-0.0006,0.0268,0.413,0.302,10,0.063,3032.4473459647725,16.01910595150687,65,3032.4473459647725
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5899,0.9987,-0.0012,0.0259,0.422,0.269,12,0.063,472.22124150570244,43.13633766726059,65,-2768.5392785655686
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6788,0.9988,-0.0014,0.0267,0.418,0.271,10,0.07,2359.682681012439,16.007590007745453,65,2359.682681012439
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6005,1.0,-0.0012,0.025,0.417,0.268,9,0.075,1470.6186935170895,15.988764824495785,62,1470.6186935170895
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6779,0.9996,-0.0019,0.0252,0.401,0.263,10,0.072,2638.7908171339704,16.01910595150687,64,2638.7908171339704
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5949,0.9999,-0.0008,0.0266,0.423,0.274,11,0.056,2121.463830161972,20.99156014888824,65,1538.0766122953833
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6407,0.9995,-0.0009,0.0267,0.411,0.279,10,0.07,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6753,1.0,-0.0017,0.026,0.421,0.289,12,0.055,475.9896674230025,43.348243481781026,64,-2790.1995503907206
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5713,0.9996,-0.0015,0.0265,0.417,0.28,10,0.07,1398.1833039367275,40.88162804251886,62,-1572.0120611655361
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5717,0.997,-0.0018,0.0266,0.421,0.282,10,0.061,2339.230805749088,15.957258514543732,66,2339.230805749088
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6302,0.9978,-0.0005,0.0249,0.401,0.262,12,0.06,476.04011782078805,40.727993017389686,62,-2475.7190442659744
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5878,0.9983,-0.002,0.0255,0.412,0.305,11,0.058,1646.6274510124385,20.95930579249273,65,1067.1107559133106
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6587,0.9986,-0.0018,0.0261,0.405,0.284,9,0.064,1607.3487218545831,15.996344928071277,61,1607.3487218545831
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6419,0.9989,-0.0013,0.026,0.417,0.28,10,0.057,1408.5147640970272,40.89572077836307,61,-1563.3717293065415
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6261,0.9986,-0.0014,0.0258,0.413,0.299,12,0.07,534.2070799230025,40.85275612341956,63,-2432.5236548873445
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6068,0.9979,-0.0006,0.0259,0.408,0.294,8,0.059,899.4187264455029,40.75064805783269,57,-2055.0590404944205
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5958,1.0,-0.001,0.0252,0.404,0.263,11,0.058,2105.765480999122,20.993601626806832,65,1522.1332857823018
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6438,0.9989,-0.001,0.0269,0.409,0.289,10,0.056,1637.1630065970273,40.89572077836307,61,-1334.7234868065414
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5727,0.999,-0.0006,0.0266,0.417,0.264,8,0.057,1315.04598547701,16.02092574254422,61,1315.04598547701
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6336,0.9968,-0.0009,0.0251,0.42,0.284,11,0.056,1648.4124585124384,20.795598839278163,65,1088.5405977990586
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5831,0.9987,-0.001,0.026,0.403,0.29,8,0.073,1324.9609456373105,16.02092574254422,60,1324.9609456373105
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5822,0.9977,-0.001,0.0268,0.417,0.268,8,0.06,1686.0885687687028,15.933579530743506,60,1686.0885687687028
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6055,0.9984,-0.0011,0.0255,0.41,0.305,8,0.073,1325.8434756373103,15.929377595443972,60,1325.8434756373103
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5781,1.0,-0.0013,0.0267,0.405,0.253,12,0.071,532.4412373314022,40.884559224972136,64,-2438.1058696652544
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5845,0.9989,-0.0012,0.0268,0.404,0.285,12,0.063,1124.1343526964074,20.918132447435962,66,549.5584590040919
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6537,0.9978,-0.002,0.0262,0.418,0.268,12,0.067,481.3459524230022,43.10109070927751,64,-2755.184932690299
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6235,0.9978,-0.0016,0.0267,0.413,0.305,10,0.073,1894.566280553778,21.549918126110686,62,1244.1761054204953
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6292,0.9985,-0.0009,0.0255,0.412,0.263,8,0.065,905.5159882483953,40.96264882517405,56,-2074.401870772491
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6332,0.9993,-0.001,0.0261,0.407,0.271,8,0.06,1699.4499914748026,16.00528709878474,59,1699.4499914748026
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5903,0.9969,-0.0012,0.0249,0.402,0.294,10,0.055,1826.6635501725177,15.943288621907445,64,1826.6635501725177
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6762,0.9981,-0.0017,0.0266,0.406,0.291,8,0.062,778.3725382483952,40.69335746459976,56,-2169.2303575035758
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5969,1.0,-0.0008,0.027,0.401,0.294,9,0.069,996.7154317793754,40.95120173778533,59,-1981.8287767548647
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6122,0.9999,-0.0006,0.0247,0.413,0.255,10,0.056,1840.8020681204778,16.035331822250406,64,1840.8020681204778
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5796,0.9984,-0.0014,0.0251,0.415,0.289,10,0.064,1398.4379897994195,40.876951788597424,62,-1571.1962248322716
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6032,0.9975,-0.0015,0.0249,0.403,0.299,8,0.06,1466.489021474803,15.933579530743506,59,1466.489021474803
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.679,1.0,-0.0018,0.0265,0.419,0.257,8,0.067,761.2729907483949,40.97239248060335,56,-2219.814106924007
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6358,0.9987,-0.0006,0.0245,0.416,0.25,10,0.075,1263.8596507315622,40.95714413966216,60,-1715.3976460278975
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5985,1.0,-0.0017,0.0253,0.415,0.255,11,0.061,1812.3947818706206,20.996177124428623,65,1228.4535269391856
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6255,0.9971,-0.0008,0.0247,0.415,0.254,12,0.062,476.1142703207882,40.72366971182209,62,-2475.1260950978626
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.575,0.998,-0.0015,0.0255,0.421,0.251,8,0.072,756.2331122941029,40.75064805783269,57,-2198.2446546458204
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6171,0.9996,-0.0017,0.0259,0.417,0.299,8,0.057,1327.8791856373095,15.99823072684119,60,1327.8791856373095
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6251,1.0,-0.0017,0.0262,0.412,0.27,10,0.073,2615.464782133971,16.012467488406898,64,2615.464782133971
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5634,0.999,-0.0015,0.026,0.401,0.259,11,0.057,1827.3575793706211,21.000133682863602,65,1242.9415374269888
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5833,1.0,-0.0015,0.025,0.415,0.288,8,0.056,1326.3834481373096,15.99922511198957,60,1326.3834481373096
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6498,1.0,-0.0006,0.0264,0.419,0.278,11,0.072,1048.7692166225697,41.0122423194315,62,-1937.0998617092105
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6045,0.9972,-0.0013,0.0263,0.424,0.253,8,0.062,1485.2399514748026,15.934650523960482,59,1485.2399514748026
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5766,0.9969,-0.0011,0.0264,0.411,0.266,12,0.067,535.0629098314024,40.64913530552316,64,-2407.233326831377
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6682,1.0,-0.0015,0.0258,0.407,0.276,8,0.062,1326.3834481373096,15.99922511198957,60,1326.3834481373096
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5925,0.9969,-0.0016,0.0248,0.403,0.292,12,0.058,859.9291042524369,20.663794980194528,65,315.8737066290935
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6356,0.9987,-0.0007,0.0263,0.404,0.295,10,0.057,1637.1630065970273,40.89572077836307,61,-1334.7234868065414
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5898,0.9996,-0.0014,0.0256,0.416,0.286,8,0.057,1327.8791856373095,15.99823072684119,60,1327.8791856373095
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5984,0.9986,-0.0016,0.0249,0.418,0.26,10,0.058,2016.2043257041603,16.004428940408705,64,2016.2043257041603
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5823,0.9975,-0.0005,0.026,0.408,0.274,8,0.056,1325.6938431373103,15.93206098953155,60,1325.6938431373103
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6553,0.9969,-0.0006,0.0257,0.411,0.255,9,0.06,1464.322635931547,15.952698076142097,62,1464.322635931547
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6002,1.0,-0.0019,0.0265,0.407,0.272,12,0.073,1125.2773476964078,20.90269787848602,66,552.5536022780852
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.574,1.0,-0.001,0.0258,0.419,0.295,9,0.066,1459.5387216710392,15.988764824495785,63,1459.5387216710392
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5871,0.9973,-0.001,0.0252,0.408,0.29,11,0.073,1648.056296012438,20.798954631947566,65,1087.78174017873
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6555,0.999,-0.0014,0.0252,0.406,0.276,11,0.069,1646.0337685124382,20.964938254870773,65,1065.8411779279454
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6436,1.0,-0.0009,0.0259,0.415,0.293,11,0.061,1048.7692166225697,41.0122423194315,62,-1937.0998617092105
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6124,0.9973,-0.0006,0.0263,0.421,0.259,12,0.072,559.3947814942527,43.191587078441366,65,-2687.995667918711
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5869,0.9987,-0.001,0.0263,0.421,0.266,11,0.07,1645.9349485124385,20.965876086816937,65,1065.629818094406
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5924,0.9997,-0.0012,0.0252,0.41,0.29,11,0.069,1827.0959418706216,21.00238601631741,65,1242.4096199125324
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6204,0.9997,-0.0017,0.0267,0.419,0.292,11,0.063,881.6987297853277,40.88162804251886,63,-2088.4966353169357
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6529,1.0,-0.0008,0.026,0.419,0.248,10,0.06,1636.5559266225696,41.0122423194315,61,-1349.3131517092106
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6489,1.0,-0.0007,0.0255,0.416,0.262,10,0.063,3033.3179621339723,16.012467488406898,64,3033.3179621339723
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.605,0.9991,-0.0019,0.025,0.42,0.263,12,0.059,349.0685360892378,43.22708572458217,64,-2902.5817508606224
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5898,1.0,-0.002,0.0267,0.401,0.259,12,0.06,1125.2773476964078,20.90269787848602,66,552.5536022780852
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5723,0.9978,-0.0008,0.0249,0.417,0.256,10,0.07,1254.7909522570123,40.93096689887413,61,-1721.3250756078835
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6319,0.9971,-0.0012,0.0266,0.417,0.287,10,0.063,2636.126684633971,15.968205137029305,64,2636.126684633971
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6582,1.0,-0.0007,0.0263,0.403,0.262,12,0.065,1338.25336210225,20.950510363545543,65,759.7921184767847
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6171,1.0,-0.0013,0.0245,0.416,0.264,10,0.067,1840.8020681204778,16.035331822250406,64,1840.8020681204778
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6408,0.9998,-0.0012,0.0269,0.41,0.255,10,0.06,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5947,0.9978,-0.0017,0.0255,0.413,0.283,11,0.066,1646.2094585124391,20.963271110340315,65,1066.2169252716012
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5996,1.0,-0.0019,0.0262,0.409,0.274,8,0.059,754.9405998196454,40.97239248060335,57,-2226.1464978527565
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6399,1.0,-0.0012,0.0257,0.411,0.276,11,0.061,885.6014891225698,41.0122423194315,62,-2100.26758920921
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.574,0.9998,-0.0008,0.025,0.416,0.305,11,0.073,1268.8298846001273,20.85478979794331,65,701.8551088469299
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.62,0.9981,-0.0015,0.0252,0.413,0.255,10,0.059,1397.8076147738768,40.875291598976396,62,-1571.6273771032909
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6565,0.9993,-0.0019,0.0255,0.421,0.288,12,0.072,475.96499992300227,43.34098505806504,64,-2789.3532070448023
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6057,0.9977,-0.0008,0.025,0.408,0.267,8,0.062,1326.0178056373104,15.929377595443972,60,1326.0178056373104
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.603,0.9969,-0.0006,0.0253,0.419,0.266,12,0.067,1231.869460200105,20.73434436767633,66,679.3481360789456
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6273,0.9968,-0.0019,0.0254,0.416,0.285,10,0.069,1410.4655790970273,40.761332605613575,61,-1545.2943335766017
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6741,1.0,-0.0013,0.0254,0.405,0.294,11,0.074,885.6014891225698,41.0122423194315,62,-2100.26758920921
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6432,0.9982,-0.0016,0.0247,0.403,0.257,8,0.056,1466.1890939748025,15.935361761694722,59,1466.1890939748025
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6648,0.9979,-0.0012,0.0266,0.417,0.295,11,0.063,1646.2094585124391,20.963271110340315,65,1066.2169252716012
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6645,0.9983,-0.0011,0.0257,0.423,0.273,12,0.074,476.6575024230022,43.30557088148216,64,-2784.4110033548573
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6542,0.9986,-0.0006,0.0257,0.405,0.293,12,0.072,628.118957423003,40.85275612341956,63,-2338.6117773873443
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5606,0.999,-0.0012,0.0257,0.423,0.262,8,0.063,1315.04598547701,16.02092574254422,61,1315.04598547701
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6574,0.9996,-0.0015,0.0261,0.417,0.287,10,0.073,2380.280501012439,15.999870695542374,65,2380.280501012439
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.649,1.0,-0.0019,0.0265,0.422,0.3,12,0.068,1012.1386726964071,20.970575878819165,67,431.26956723810713
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.5737,0.9979,-0.0013,0.026,0.417,0.272,12,0.07,1007.3833875475572,20.810250188522073,68,445.7533649249084
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.6574,1.0,-0.0018,0.0261,0.423,0.288,8,0.074,1466.7977889748024,16.00616674368336,59,1466.7977889748024
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,15,0.5902,0.9997,-0.0017,0.0257,0.404,0.256,12,0.068,1146.6516352676497,20.824845251279356,66,583.2702051141268
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.5753,0.9976,-0.0018,0.0262,0.403,0.284,12,0.074,533.8913298314023,40.6547070136112,64,-2409.073511801942
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6283,0.9987,-0.0016,0.0259,0.407,0.268,12,0.072,1120.1080576964066,20.76232623078319,66,564.2289100024235
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6239,0.9985,-0.0014,0.0264,0.419,0.27,10,0.061,1409.1509641225696,40.876951788597424,61,-1560.4832505091215
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,14,0.6153,1.0,-0.0011,0.0266,0.417,0.262,12,0.062,1012.1386726964071,20.970575878819165,67,431.26956723810713
stage2,88,500,0.021,0.00016,0.01,440,tie_hp,16,0.6247,0.9976,-0.0007,0.0254,0.404,0.251,10,0.068,1636.6544215970273,40.88637683363749,61,-1334.1107984394719
