操作日期,操作时间,股票代码,股票名称,操作（买or卖）,操作价格,操作原因,总资产
2025-11-05,15:00:00,600408,安泰集团,sell,4.140,T+2收盘回撤18.62%>-5%，T+2收盘卖出 (no intraday-high optimization).,177708.37
2025-11-10,09:30:00,600610,中毅达,buy,12.530,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",177664.20
2025-11-11,15:00:00,600610,中毅达,sell,12.820,T+2收盘回撤2.31%>-5%，T+2收盘卖出 (no intraday-high optimization).,181708.01
2025-11-18,09:30:00,002990,盛视科技,buy,32.280,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",181662.82
2025-11-20,15:00:00,002990,盛视科技,sell,31.130,T+2收盘回撤-5.45%<=-5%，延长到T+3收盘卖出 (no intraday-high optimization).,175179.24
2025-12-01,09:30:00,000078,海王生物,buy,3.400,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",175135.46
2025-12-02,15:00:00,000078,海王生物,sell,4.110,T+2收盘回撤20.88%>-5%，T+2收盘卖出 (no intraday-high optimization).,211647.55
2025-12-09,09:30:00,002565,顺灏股份,buy,13.320,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",211594.93
2025-12-10,15:00:00,002565,顺灏股份,sell,13.470,T+2收盘回撤1.13%>-5%，T+2收盘卖出 (no intraday-high optimization).,213911.73
2025-12-19,09:30:00,603585,苏利股份,buy,20.800,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",213858.69
2025-12-22,15:00:00,603585,苏利股份,sell,20.160,T+2收盘回撤-3.08%>-5%，T+2收盘卖出 (no intraday-high optimization).,207279.28
2025-12-25,09:30:00,600118,中国卫星,buy,67.550,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",207228.62
2025-12-26,15:00:00,600118,中国卫星,sell,80.000,T+2收盘回撤18.43%>-5%，T+2收盘卖出 (no intraday-high optimization).,244518.62
2026-01-05,09:30:00,603156,养元饮品,buy,28.740,"model=mlp_h88_e500_gt1_wd2e4, alpha=15; score>=threshold; gap_filter=[-0.10%, 2.55%], max_board=None; risk_profile=custom (broken<=41.20%, red>=28.70%, limit_down<=10, pullback<=6.50%); capital_use=100%; T signal -> T+1 open buy, limit-up open is unfilled.",244457.54
2026-01-06,15:00:00,603156,养元饮品,sell,28.580,T+2收盘回撤-0.56%>-5%，T+2收盘卖出 (no intraday-high optimization).,243036.81
