signal_date,watch_date,stock_code,stock_name,model_score,rank_no,planned_status,decision,decision_reason,entry_price_proxy,data_mode,proxy_high_ret_from_open,proxy_low_drawdown_from_open,proxy_close_ret_from_open
2025-09-18,2025-09-19,600056,中国医药,0.9999998145109851,1,drop,drop_before_intraday,red_rate_lt_0.28,,daily_proxy,,,
2025-09-24,2025-09-25,600103,青山纸业,0.9999830215034334,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2025-10-13,2025-10-14,600078,澄星股份,0.9996721263863755,2,drop,drop_before_intraday,auction_gap_gt_4pct;limit_up_open_unfilled;liquidity_lt_150m,,daily_proxy,,,
2025-10-14,2025-10-15,600067,冠城新材,0.9921718477870252,1,drop,drop_before_intraday,max_board_gt_3;broken_rate_gt_0.40;auction_gap_gt_4pct;liquidity_lt_150m,,daily_proxy,,,
2025-10-17,2025-10-20,600078,澄星股份,0.723721526981719,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2025-10-20,2025-10-21,600103,青山纸业,0.7653291159300706,1,drop,drop_before_intraday,red_rate_lt_0.28,,daily_proxy,,,
2025-10-28,2025-10-29,600078,澄星股份,0.7265114903620165,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2025-10-29,2025-10-30,600021,上海电力,0.9999984238418499,1,drop,drop_before_intraday,broken_rate_gt_0.40;red_rate_lt_0.28;auction_gap_lt_-1pct,,daily_proxy,,,
2025-10-31,2025-11-03,600067,冠城新材,0.9999999999999953,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2025-11-04,2025-11-05,600067,冠城新材,0.9999999999949539,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2025-11-07,2025-11-10,600078,澄星股份,0.9999999998968225,1,drop,drop_before_intraday,auction_gap_gt_4pct;limit_up_open_unfilled,,daily_proxy,,,
2025-11-11,2025-11-12,600094,大名城,0.9998587297494631,1,drop,drop_before_intraday,broken_rate_gt_0.40;auction_gap_lt_-1pct,,daily_proxy,,,
2025-11-17,2025-11-18,600097,开创国际,0.9208847418791732,1,drop,drop_before_intraday,broken_rate_gt_0.40;auction_gap_lt_-1pct;liquidity_lt_150m,,daily_proxy,,,
2025-11-19,2025-11-20,600097,开创国际,0.9999952943251996,1,drop,drop_before_intraday,broken_rate_gt_0.40;auction_gap_gt_4pct;limit_up_open_unfilled,,daily_proxy,,,
2025-11-25,2025-11-26,600110,诺德股份,1.0,1,drop,drop_before_intraday,red_rate_lt_0.28,,daily_proxy,,,
2025-11-25,2025-11-26,600105,永鼎股份,1.0,2,drop,drop_before_intraday,red_rate_lt_0.28,,daily_proxy,,,
2025-12-05,2025-12-08,600105,永鼎股份,0.999806200097457,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2025-12-09,2025-12-10,600058,五矿发展,0.7973863656378846,1,drop,drop_before_intraday,broken_rate_gt_0.40;liquidity_lt_150m,,daily_proxy,,,
2025-12-19,2025-12-22,600076,康欣新材,0.9999999999994846,2,drop,drop_before_intraday,liquidity_lt_150m,,daily_proxy,,,
2026-01-12,2026-01-13,600094,大名城,0.9999992883078834,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2026-01-14,2026-01-15,600076,康欣新材,0.998089812061052,1,drop,drop_before_intraday,red_rate_lt_0.28;auction_gap_gt_4pct,,daily_proxy,,,
2026-01-23,2026-01-26,600076,康欣新材,0.9999999999999996,1,drop,drop_before_intraday,broken_rate_gt_0.40;red_rate_lt_0.28,,daily_proxy,,,
2026-01-29,2026-01-30,600059,古越龙山,0.9985795481578517,1,drop,drop_before_intraday,broken_rate_gt_0.40;auction_gap_lt_-1pct,,daily_proxy,,,
2026-02-04,2026-02-05,600072,中船科技,0.8337999511020379,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2026-02-12,2026-02-13,600026,中远海能,0.9987462958514354,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2026-02-24,2026-02-25,600078,澄星股份,0.9999869578932294,1,drop,drop_before_intraday,auction_gap_gt_4pct;limit_up_open_unfilled,,daily_proxy,,,
2026-02-26,2026-02-27,600078,澄星股份,0.9999999962177173,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2026-03-04,2026-03-05,600108,亚盛集团,0.9999999999999999,1,drop,drop_before_intraday,max_board_gt_3;auction_gap_gt_4pct,,daily_proxy,,,
2026-03-10,2026-03-11,600108,亚盛集团,0.999998644878034,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2026-03-23,2026-03-24,600032,浙江新能,0.7520527844801852,1,drop,drop_before_intraday,broken_rate_gt_0.40,,daily_proxy,,,
2026-03-24,2026-03-25,600076,康欣新材,0.99906529170746,1,drop,drop_before_intraday,liquidity_lt_150m,,daily_proxy,,,
2026-03-25,2026-03-26,600032,浙江新能,1.0,1,drop,drop_before_intraday,auction_gap_lt_-1pct,,daily_proxy,,,
2026-04-21,2026-04-22,600103,青山纸业,1.0,2,drop,drop_before_intraday,auction_gap_gt_4pct,,daily_proxy,,,
2026-04-22,2026-04-23,600052,东望时代,1.0,1,drop,drop_before_intraday,liquidity_lt_150m,,daily_proxy,,,
2026-04-22,2026-04-23,600105,永鼎股份,1.0,2,drop,drop_before_intraday,auction_gap_gt_4pct,,daily_proxy,,,
2026-04-23,2026-04-24,600052,东望时代,0.988998454090642,1,drop,drop_before_intraday,auction_gap_gt_4pct;liquidity_lt_150m,,daily_proxy,,,
2026-04-30,,600052,东望时代,0.9905320157084808,1,drop,drop_before_intraday,no_next_bar;missing_auction_proxy,,daily_proxy,,,
2025-02-19,2025-02-20,600105,永鼎股份,1.0,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0016666666666664831,-0.05500000000000005,-0.04999999999999993
2025-02-24,2025-02-25,600100,同方股份,0.999999985358834,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.07240293809024156,-0.03357817418677844,-0.018887722980062915
2025-03-25,2025-03-26,600105,永鼎股份,0.8535463181284366,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.008119079837618504,-0.07442489851150202,-0.05818673883626524
2025-04-08,2025-04-09,600108,亚盛集团,0.9937710405383888,2,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0707692307692307,-0.04615384615384621,-0.009230769230769265
2025-04-22,2025-04-23,600105,永鼎股份,0.9124182087452888,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,6.182236193999999,daily_proxy,0.05483870967741944,-0.001612903225806317,0.019354838709677358
2025-05-20,2025-05-21,600006,东风股份,0.9738833479287013,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0,-0.030888030888030826,-0.019305019305019266
2025-05-26,2025-05-27,600105,永鼎股份,0.999084165969824,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.016867469879517927,-0.030120481927710885,-0.006024096385542244
2025-06-09,2025-06-10,600059,古越龙山,0.8363974502587888,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,11.004749999999998,daily_proxy,0.016438356164383716,-0.026484018264840148,-0.013698630136986134
2025-06-17,2025-06-18,600110,诺德股份,0.9997255664509135,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.08142493638676851,-0.03307888040712481,0.08142493638676851
2025-07-24,2025-07-25,600010,包钢股份,0.9999999999999961,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.01930501930501949,-0.06177606177606165,-0.04633204633204624
2025-08-15,2025-08-18,600021,上海电力,0.9999999999999993,2,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,12.009749999999999,daily_proxy,0.08284518828451892,-0.012552301255229992,0.08284518828451892
2025-08-18,2025-08-19,600021,上海电力,0.9999999999956961,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0424422933730455,-0.04169769173492188,-0.025316455696202556
2025-08-19,2025-08-20,600110,诺德股份,0.9850972151138462,2,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0,-0.12413793103448267,-0.10689655172413792
2025-09-02,2025-09-03,600103,青山纸业,0.999921649930735,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.049645390070921946,-0.07446808510638292,-0.05673758865248213
2025-09-11,2025-09-12,600071,凤凰光学,1.0,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,23.195399999999996,daily_proxy,0.07712305025996535,-0.004332755632582286,0.033362218370883934
2025-09-17,2025-09-18,600089,特变电工,0.9999999989322179,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,16.120199999999997,daily_proxy,0.009975062344139696,-0.028054862842892714,-0.016832917705735584
2025-09-24,2025-09-25,600060,海信视像,0.8815078242525056,2,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,25.627499999999998,daily_proxy,0.018823529411764683,-0.019607843137254943,-0.014509803921568643
2025-10-09,2025-10-10,600021,上海电力,1.0,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,23.637599999999996,daily_proxy,0.08503401360544216,-0.026360544217687076,0.06802721088435382
2025-10-09,2025-10-10,600089,特变电工,1.0,2,watch_intraday,skip,daily_new_position_limit,,daily_proxy,,,
2025-10-13,2025-10-14,600105,永鼎股份,0.9999999999999992,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.009685230024213176,-0.10593220338983056,-0.0871670702179177
2025-10-21,2025-10-22,600021,上海电力,0.9999999889959513,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,24.210449999999998,daily_proxy,0.012453300124533051,-0.026982150269821426,-0.01577418015774179
2025-11-03,2025-11-04,600089,特变电工,0.999599780717834,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,22.310999999999996,daily_proxy,0.021621621621621623,-0.023423423423423406,-0.012612612612612484
2025-11-10,2025-11-11,600067,冠城新材,0.9999999989991509,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,4.743599999999999,daily_proxy,0.06779661016949157,-0.012711864406779627,0.014830508474576343
2025-11-10,2025-11-11,600103,青山纸业,0.999999994731895,2,watch_intraday,skip,daily_new_position_limit,,daily_proxy,,,
2025-11-24,2025-11-25,600097,开创国际,0.9999995331433503,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0,-0.08033826638477792,-0.05073995771670181
2025-12-02,2025-12-03,600033,福建高速,0.9999999990445398,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.09647058823529409,-0.042352941176470704,0.018823529411764683
2025-12-11,2025-12-12,600105,永鼎股份,0.9762572319150785,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.05988593155893551,-0.05465779467680598,0.03992395437262353
2025-12-19,2025-12-22,600108,亚盛集团,0.9999999999998419,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,3.30645,daily_proxy,0.027355623100303816,-0.00911854103343468,0.015197568389057725
2025-12-24,2025-12-25,600103,青山纸业,0.9518962891776777,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.06833712984054685,-0.038724373576309756,0.02733485193621865
2025-12-26,2025-12-29,600021,上海电力,0.9243038601930462,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.008636363636363775,-0.06727272727272726,-0.05636363636363628
2025-12-29,2025-12-30,600058,五矿发展,0.767724714515679,1,watch_intraday,skip,proxy_trigger_not_reached,,daily_proxy,0.0,0.0,0.0
2026-01-20,2026-01-21,600076,康欣新材,0.7994749680490942,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0,-0.09188034188034178,-0.08974358974358976
2026-01-22,2026-01-23,600058,五矿发展,1.0,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.055378739656269715,-0.03691915977084659,-0.010821133036282737
2026-02-24,2026-02-25,600096,云天化,0.9963219861399303,2,watch_intraday,skip,insufficient_position_cash,40.400999999999996,daily_proxy,0.07711442786069633,-0.006218905472636815,0.07711442786069633
2026-02-25,2026-02-26,600096,云天化,1.0,1,watch_intraday,skip,insufficient_position_cash,43.617,daily_proxy,0.03317972350230436,-0.02050691244239633,0.026497695852534475
2026-02-25,2026-02-26,600010,包钢股份,1.0,2,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0,-0.036666666666666625,-0.00666666666666671
2026-03-02,2026-03-03,600028,中国石化,0.7756424135195761,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,7.18575,daily_proxy,0.0937062937062938,0.0,0.0937062937062938
2026-03-03,2026-03-04,600028,中国石化,1.0,1,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.0012345679012344402,-0.1308641975308642,-0.08641975308641969
2026-03-03,2026-03-04,600108,亚盛集团,0.999999999999999,2,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.09751037344398328,-0.07676348547717848,0.09751037344398328
2026-03-11,2026-03-12,600108,亚盛集团,0.9999999033513264,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,6.733499999999999,daily_proxy,0.07014925373134329,-0.028358208955223896,0.0388059701492538
2026-03-11,2026-03-12,600075,新疆天业,0.9890157394320913,2,watch_intraday,skip,daily_new_position_limit,,daily_proxy,,,
2026-03-24,2026-03-25,600026,中远海能,0.9982299144727268,2,watch_intraday,skip,proxy_entry_drawdown_breached,,daily_proxy,0.017602996254681758,-0.07565543071161052,-0.051310861423221055
2026-03-31,2026-04-01,600066,宇通客车,0.9255500868668519,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,37.07445,daily_proxy,0.033342369205746625,-0.020872865275142427,0.009487666034155628
2026-04-01,2026-04-02,600105,永鼎股份,0.8668944893998608,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,30.451499999999996,daily_proxy,0.052145214521452043,-0.01980198019801982,-0.00033003300330036733
2026-04-08,2026-04-09,600105,永鼎股份,0.999999999996001,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,34.119749999999996,daily_proxy,0.02857142857142847,-0.022091310751104598,0.020324005891016128
2026-04-20,2026-04-21,600103,青山纸业,0.9809976774661778,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,4.733549999999999,daily_proxy,0.10403397027600847,-0.01698513800424628,0.10403397027600847
2026-04-20,2026-04-21,600072,中船科技,0.8803898813102925,2,watch_intraday,skip,daily_new_position_limit,,daily_proxy,,,
2026-04-21,2026-04-22,600032,浙江新能,1.0,1,watch_intraday,buy_proxy,proxy_open_rebreak_trigger,11.0148,daily_proxy,0.07390510948905105,-0.0009124087591242391,0.03558394160583922
