model,rule,signal_date,buy_date,sell_date,stock_code,stock_name,signal_score,buy_price,sell_price,shares,buy_fee,sell_fee,pnl,pnl_pct,hold_days,exit_rule,reason,equity_after
relay,relay_style,2026-04-08,2026-04-09,2026-04-10,600105,永鼎股份,0.999999999996001,33.966975,38.08095,2800,24.7279578,81.0362616,11413.365780599997,0.11997366640517337,2,relay_t2_close,ok,109286.17871688149
relay,relay_style,2026-04-20,2026-04-21,2026-04-22,600072,中船科技,0.8803898813102925,13.436715,13.623185000000001,8100,28.297721789999997,83.86432686,1398.2449513500032,0.012843761531710742,2,relay_t2_close,ok,110684.4236682315
relay,ma5_break,2025-02-24,2025-02-25,2025-02-27,600100,同方股份,0.999999985358834,9.534764999999998,8.73563,10400,25.782004559999997,69.04641952,-8405.83242407997,-0.08474703115526223,3,ma5_break,ok,91594.16757592003
relay,ma5_break,2025-03-25,2025-03-26,2025-03-27,600105,永鼎股份,0.8535463181284366,7.33583194293,6.20790373538,12400,23.65072218400632,58.503284802221124,-14068.46378060621,-0.15461894878127733,2,ma5_break,ok,77525.70379531382
relay,ma5_break,2025-04-08,2025-04-09,2025-04-14,600094,大名城,0.9997763211880931,3.2116049999999996,3.268365,24100,20.123916929999996,59.863373339999995,1287.9287097300112,0.016635649229932308,4,ma5_break,ok,78813.63250504383
relay,ma5_break,2025-04-22,2025-04-23,2025-04-28,600105,永鼎股份,0.9124182087452888,6.154554539399999,6.16823661886,12800,20.4823575071232,60.00460582827009,94.6436537526024,0.0012010801842098444,4,ma5_break,ok,78908.27615879643
relay,ma5_break,2025-06-09,2025-06-10,2025-06-12,600059,古越龙山,0.8363974502587888,10.955474999999998,10.484755000000002,7200,20.508649199999994,57.37257936,-3467.065228559979,-0.04394256481491931,3,ma5_break,ok,75441.21093023646
relay,ma5_break,2025-06-17,2025-06-18,2025-07-01,600110,诺德股份,0.9997255664509135,3.931965,6.286855,19100,19.52613819,91.25998718,44867.612874629995,0.597278733340853,10,ma5_break,ok,120308.82380486645
relay,ma5_break,2025-08-15,2025-08-18,2025-08-26,600021,上海电力,0.9999999999999993,11.955974999999999,13.563215000000001,10000,31.085535,103.08043400000003,15938.234031000044,0.13327303852087805,7,ma5_break,ok,136247.0578358665
relay,ma5_break,2025-09-02,2025-09-03,2025-09-04,600103,青山纸业,0.999921649930735,2.8214099999999998,2.4887550000000003,48200,35.35791012,91.16807316,-16160.496983279998,-0.11880331828898814,2,ma5_break,ok,120086.5608525865
relay,ma5_break,2025-09-11,2025-09-12,2025-09-18,600071,凤凰光学,1.0,23.09154,23.138425,5100,30.619382039999998,89.68453530000001,118.8095826600329,0.0010085919438586808,5,ma5_break,ok,120205.37043524653
relay,ma5_break,2025-09-24,2025-09-25,2025-09-30,600060,海信视像,0.8815078242525056,25.512749999999997,24.107940000000003,4700,31.176580499999996,86.11356168,-6719.89714217998,-0.0560266418569604,4,ma5_break,ok,113485.47329306655
relay,ma5_break,2025-10-09,2025-10-10,2025-10-14,600021,上海电力,1.0,23.53176,22.018985,4800,29.367636479999998,80.32525728,-7371.012893759995,-0.06524070136628266,3,ma5_break,ok,106114.46039930655
relay,ma5_break,2025-11-10,2025-11-11,2025-11-18,600103,青山纸业,0.999999994731895,4.172085,3.9580200000000003,25400,27.552449340000003,76.40561808000001,-5541.209067419986,-0.05227629135215076,6,ma5_break,ok,100573.25133188657
relay,ma5_break,2025-11-24,2025-11-25,2025-11-26,600097,开创国际,0.9999995331433503,14.197095,12.57371,7000,25.838712899999997,66.89213720000001,-11456.4258501,-0.11524941197610251,2,ma5_break,ok,89116.82548178657
relay,ma5_break,2025-12-02,2025-12-03,2025-12-11,600033,福建高速,0.9999999990445398,4.202796097875,4.356660170205,21100,23.056539392942252,69.86340248940738,3153.6119842806365,0.03555286303751325,7,ma5_break,ok,92270.4374660672
relay,ma5_break,2025-12-19,2025-12-22,2025-12-29,600076,康欣新材,0.9999999999994846,3.191595,3.3483250000000004,28900,23.98164483,73.5426103,4431.972744870014,0.04803729678890235,6,ma5_break,ok,96702.41021093722
relay,ma5_break,2026-01-22,2026-01-23,2026-01-26,600058,五矿发展,1.0,15.717855,14.992500000000001,6100,24.928518030000003,69.50523000000001,-4519.09924802999,-0.047121148211539836,2,ma5_break,ok,92183.31096290723
relay,ma5_break,2026-02-24,2026-02-25,2026-03-03,600096,云天化,0.9963219861399303,40.2201,41.15941,2200,23.005897200000003,68.81853352,1974.6575692800106,0.02231069327123132,5,ma5_break,ok,94157.96853218724
relay,ma5_break,2026-03-11,2026-03-12,2026-03-16,600108,亚盛集团,0.9999999033513264,6.7033499999999995,6.15692,14000,24.400194,65.5096288,-7739.929822799997,-0.08245256864243064,3,ma5_break,ok,86418.03870938724
relay,ma5_break,2026-03-24,2026-03-25,2026-03-31,600076,康欣新材,0.99906529170746,3.451725,3.528235,25000,22.4362125,67.036465,1823.2773224999983,0.02112339069442273,5,ma5_break,ok,88241.31603188724
relay,ma5_break,2026-04-08,2026-04-09,2026-04-22,600105,永鼎股份,0.999999999996001,33.966975,45.507235,2500,22.078533750000002,86.46374650000001,28742.107719750013,0.3383832291713268,10,max_hold_10,ok,116983.42375163725
