plan_threshold_relay,plan_relay_top_k,relay_trigger_ret_pct,relay_max_entry_drawdown_pct,watchlist_rows,watch_intraday,buy_count,trades,return_pct,max_dd_pct,win_rate,avg_hold_days,avg_pnl_pct,max_single_loss_pct,max_consecutive_losses,top_skip_reasons_json,objective
0.85,1,0.0,-0.04,80,32,20,20,1.473390468407354,0.9167061815570301,55.00000000000001,2.25,1.8999038511110196,-6.949077042129616,7,"{""proxy_open_rebreak_trigger"": 20, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-5.138938064460595
0.7,2,0.005,-0.03,116,48,18,18,0.5438648062938478,0.6078663878356564,50.0,2.2222222222222223,0.6220484961330518,-7.459019363700124,6,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 18, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""liquidity_lt_150m"": 6}",-5.2326896163846675
0.75,2,0.005,-0.03,113,48,18,18,0.5438648062938478,0.6078663878356564,50.0,2.2222222222222223,0.6220484961330518,-7.459019363700124,6,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 18, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""liquidity_lt_150m"": 6}",-5.2326896163846675
0.8,1,0.0,-0.04,84,33,21,21,1.3624950251773793,0.9177089294035363,52.38095238095239,2.238095238095238,1.649005258845145,-6.949077042129616,7,"{""proxy_open_rebreak_trigger"": 21, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.251337629460329
0.7,1,0.01,-0.03,94,36,15,15,0.04440972930921383,0.7329231501101086,46.666666666666664,2.2,-0.17662626651634228,-7.916467376557525,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 15, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.53409183999533
0.75,1,0.01,-0.03,91,36,15,15,0.04440972930921383,0.7329231501101086,46.666666666666664,2.2,-0.17662626651634228,-7.916467376557525,5,"{""proxy_entry_drawdown_breached"": 18, ""proxy_open_rebreak_trigger"": 15, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.53409183999533
0.7,1,0.005,-0.04,94,36,21,21,1.1605574270541874,0.8967482655074346,47.61904761904761,2.238095238095238,1.2755313444426446,-7.459019363700124,7,"{""proxy_open_rebreak_trigger"": 21, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.549319812131996
0.75,1,0.005,-0.04,91,36,21,21,1.1605574270541874,0.8967482655074346,47.61904761904761,2.238095238095238,1.2755313444426446,-7.459019363700124,7,"{""proxy_open_rebreak_trigger"": 21, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.549319812131996
0.8,1,0.005,-0.03,84,33,15,15,0.22361437396658523,0.7007220916995889,46.666666666666664,2.2,0.22752231419267943,-7.459019363700124,6,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 15, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-5.692223604507829
0.85,1,0.005,-0.03,80,32,14,14,0.3509431940287078,0.6998318765356736,50.0,2.2142857142857144,0.51870186311528,-7.459019363700124,6,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 14, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-5.813559461699834
0.7,2,0.005,-0.04,116,48,23,23,1.3892513000958173,0.8947271696926723,47.82608695652174,2.260869565217391,1.392467476356394,-7.459019363700124,8,"{""proxy_open_rebreak_trigger"": 23, ""proxy_entry_drawdown_breached"": 16, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""liquidity_lt_150m"": 6}",-5.817594295368222
0.75,2,0.005,-0.04,113,48,23,23,1.3892513000958173,0.8947271696926723,47.82608695652174,2.260869565217391,1.392467476356394,-7.459019363700124,8,"{""proxy_open_rebreak_trigger"": 23, ""proxy_entry_drawdown_breached"": 16, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""liquidity_lt_150m"": 6}",-5.817594295368222
0.7,2,0.01,-0.03,116,48,17,17,0.24241295794746875,0.7251285505385954,47.05882352941176,2.235294117647059,0.09275432274934825,-7.916467376557525,6,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""liquidity_lt_150m"": 6}",-5.824396711999805
0.75,2,0.01,-0.03,113,48,17,17,0.24241295794746875,0.7251285505385954,47.05882352941176,2.235294117647059,0.09275432274934825,-7.916467376557525,6,"{""proxy_entry_drawdown_breached"": 23, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""liquidity_lt_150m"": 6}",-5.824396711999805
0.85,2,0.005,-0.03,102,44,16,16,0.5796370670703377,0.6982386377499634,50.0,2.25,0.781401237907215,-7.459019363700124,7,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 16, ""auction_gap_lt_-1pct"": 6, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-5.832475730479638
0.8,2,0.005,-0.03,106,45,17,17,0.45230824700821515,0.699124801629929,47.05882352941176,2.235294117647059,0.5090252021053951,-7.459019363700124,7,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 17, ""auction_gap_lt_-1pct"": 7, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-5.961133796361709
0.7,1,0.01,-0.04,94,36,20,20,0.866241537701451,0.964149047778115,45.0,2.25,0.8976405283473137,-7.916467376557525,7,"{""proxy_open_rebreak_trigger"": 20, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-6.059098878105103
0.75,1,0.01,-0.04,91,36,20,20,0.866241537701451,0.964149047778115,45.0,2.25,0.8976405283473137,-7.916467376557525,7,"{""proxy_open_rebreak_trigger"": 20, ""proxy_entry_drawdown_breached"": 12, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-6.059098878105103
0.85,1,0.005,-0.04,80,32,19,19,1.1963296878306773,0.9859421603449815,47.368421052631575,2.263157894736842,1.4785107952324235,-7.459019363700124,8,"{""proxy_open_rebreak_trigger"": 19, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-6.147338393611826
0.8,1,0.005,-0.04,84,33,20,20,1.069000867768577,0.9871821552488909,45.0,2.25,1.2121356869346167,-7.459019363700124,8,"{""proxy_open_rebreak_trigger"": 20, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-6.27652720602979
0.85,2,0.01,-0.03,102,44,15,15,0.30571406546400226,0.8042599445273574,46.666666666666664,2.2666666666666666,0.25913894229112794,-7.916467376557525,7,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 15, ""auction_gap_lt_-1pct"": 6, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-6.379792695466415
0.7,2,0.01,-0.04,116,48,22,22,1.0642447663397059,0.9802766414137126,45.45454545454545,2.272727272727273,1.0081376387013783,-7.916467376557525,8,"{""proxy_open_rebreak_trigger"": 22, ""proxy_entry_drawdown_breached"": 16, ""auction_gap_lt_-1pct"": 9, ""broken_rate_gt_0.40"": 8, ""liquidity_lt_150m"": 6}",-6.385287039920244
0.75,2,0.01,-0.04,113,48,22,22,1.0642447663397059,0.9802766414137126,45.45454545454545,2.272727272727273,1.0081376387013783,-7.916467376557525,8,"{""proxy_open_rebreak_trigger"": 22, ""proxy_entry_drawdown_breached"": 16, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 7, ""liquidity_lt_150m"": 6}",-6.385287039920244
0.85,2,0.005,-0.04,102,44,21,21,1.4250235608723072,0.9837228237885834,47.61904761904761,2.2857142857142856,1.5872523253484565,-7.459019363700124,9,"{""proxy_open_rebreak_trigger"": 21, ""proxy_entry_drawdown_breached"": 15, ""auction_gap_lt_-1pct"": 6, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-6.415315515735599
0.8,1,0.01,-0.03,84,33,14,14,-0.029262713637046023,0.806575245589275,42.857142857142854,2.2142857142857144,-0.3347070932985409,-7.916467376557525,6,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 14, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-6.46824242616034
0.8,2,0.01,-0.03,106,45,16,16,0.16874051500122,0.798639840379777,43.75,2.25,-0.02873011385597004,-7.916467376557525,7,"{""proxy_entry_drawdown_breached"": 22, ""proxy_open_rebreak_trigger"": 16, ""auction_gap_lt_-1pct"": 7, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-6.508336089707827
0.85,1,0.01,-0.03,80,32,13,13,0.11449948325719106,0.7808211532269804,46.15384615384615,2.230769230769231,-0.02781759414676417,-7.916467376557525,6,"{""proxy_entry_drawdown_breached"": 17, ""proxy_open_rebreak_trigger"": 13, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-6.53584909072266
0.8,2,0.005,-0.04,106,45,22,22,1.2976947408102069,0.9849572390721613,45.45454545454545,2.272727272727273,1.340150339163357,-7.459019363700124,9,"{""proxy_open_rebreak_trigger"": 22, ""proxy_entry_drawdown_breached"": 15, ""auction_gap_lt_-1pct"": 7, ""liquidity_lt_150m"": 6, ""auction_gap_gt_4pct"": 6}",-6.544495958723066
0.85,1,0.01,-0.04,80,32,18,18,0.9363312916494282,1.035553730445583,44.44444444444444,2.2777777777777777,1.124476435599082,-7.916467376557525,8,"{""proxy_open_rebreak_trigger"": 18, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 6, ""broken_rate_gt_0.40"": 6, ""liquidity_lt_150m"": 4}",-6.596116148158328
0.8,1,0.01,-0.04,84,33,19,19,0.7925690947552022,1.0370263984226544,42.10526315789473,2.263157894736842,0.8377002767637807,-7.916467376557525,8,"{""proxy_open_rebreak_trigger"": 19, ""proxy_entry_drawdown_breached"": 11, ""auction_gap_lt_-1pct"": 7, ""broken_rate_gt_0.40"": 6, ""broken_rate_gt_0.40;auction_gap_lt_-1pct"": 5}",-6.742087347018161
